LaptopID,Company,Type,Inches,ScreenAndRes,Screen,Resolution,CpuMan,CPU/Withclock,CPU,Ram,Ram(GB),Storage(Primary),Storage(Secondary),Storage(P(GB)),Storage(S(GB)),Storage(GB),Gpu,OS,Matched_CPU,Matched_GPU
1181,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1184,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
1190,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
1198,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
1200,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
10,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
31,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
444,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
518,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
561,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
731,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
798,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1090,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
1104,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
1177,MSI,Gaming,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
1194,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
1197,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
350,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,32GB,32,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
1193,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
152,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
1025,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
1026,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,No OS,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
203,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,IPS Panel 4K Ultra HD ,3840x2160,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 960M,Windows 10,Core i7-4500U,NVIDIA GeForce GTX 960M
207,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Intel HD Graphics 620,Windows 10,Core i7-4500U,Intel HD Graphics 620
232,Asus,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Intel HD Graphics 620,Windows 10,Core i7-4500U,Intel HD Graphics 620
1162,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6820HQ 2.7GHz,Core i7 6820HQ 2.7GHz,Core i7 6820HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 980M,Windows 10,Core i7-4980HQ,NVIDIA GeForce GTX 980M
1168,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6820HK 2.7GHz,Core i7 6820HK 2.7GHz,Core i7 6820HK ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 980M,Windows 10,Core i7-6850K,NVIDIA GeForce GTX 980M
893,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6820HK 2.7GHz,Core i7 6820HK 2.7GHz,Core i7 6820HK ,16GB,16,256GB SSD,1.0TB Hybrid,256,"1,000","1,256",Nvidia GeForce GTX 980M,Windows 10,Core i7-6850K,NVIDIA GeForce GTX 980M
1009,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6820HK 2.7GHz,Core i7 6820HK 2.7GHz,Core i7 6820HK ,32GB,32,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-6850K,NVIDIA GeForce GTX 1070 GDDR5X
329,Dell,Gaming,15.6,4K Ultra HD 3840x2160,4K Ultra HD ,3840x2160,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 970M,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 970M
1159,MSI,Gaming,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 970M,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 970M
1166,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
1167,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
136,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
179,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
1155,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
209,Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,24GB,24,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 965M,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 965M
347,Dell,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,32GB,32,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
144,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 960M,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 960M
1058,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",AMD Radeon RX 550,Windows 10,Core i5-8250U,AMD Radeon RX 550
15,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,1TB HDD,256,"1,000","1,256",Nvidia GeForce GTX 950M,Windows 10,Core i5-4200U,NVIDIA GeForce GTX 950M
248,Asus,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce 150MX,Windows 10,Core i7-8550U,NVIDIA GeForce RTX 4050
468,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",AMD Radeon 530,Windows 10,Core i7-8550U,AMD Radeon 530 Mobile
504,Dell,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",AMD Radeon 530,Linux,Core i7-8550U,AMD Radeon 530 Mobile
510,Dell,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",AMD Radeon 530,Windows 10,Core i7-8550U,AMD Radeon 530 Mobile
529,Dell,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",AMD Radeon 530,Windows 10,Core i7-8550U,AMD Radeon 530 Mobile
553,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Intel UHD Graphics 620,Windows 10,Core i7-8550U,Intel UHD Graphics 620
591,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,12GB,12,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
821,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,12GB,12,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
140,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
169,Asus,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
364,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
1217,Samsung,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
268,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
386,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
450,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1070,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1070 GDDR5X
551,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
313,Dell,Gaming,15.6,4K Ultra HD 3840x2160,4K Ultra HD ,3840x2160,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
178,Asus,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce 9100
196,Asus,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
210,Asus,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
236,Asus,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
535,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1153,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1161,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1169,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1170,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1179,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
1182,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
1183,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
1192,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
19,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
224,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
475,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050 Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
759,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
766,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,128GB SSD,1TB HDD,128,"1,000","1,128",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
